,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,lemmas
2,14,1.3258953809832755e+18,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,False,False,479292,81458,2020-11-09,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,"['pennsylvania', 'prevent', 'we', 'from', 'watch', 'much', 'of', 'the', 'ballot', 'count', '.', 'unthinkable', 'and', 'illegal', 'in', 'this', 'country', '.']"
5,20,1.3461124441088369e+18,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” @SenTedCruz  True!",False,False,249177,53966,2021-01-04,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” True!","['""', 'we', '’ve', 'see', 'in', 'the', 'last', 'few', 'month', ',', 'unprecedented', 'amount', 'of', 'voter', 'fraud', '.', '""', 'true', '!']"
9,32,1.329054683441279e+18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,False,False,246973,54880,2020-11-18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!,"['...', 'and', 'i', 'won', 'the', 'election', '.', 'voter', 'fraud', 'all', 'over', 'the', 'country', '!']"
10,33,1.328328547598e+18,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,163578,40680,2020-11-16,Dominion is running our Election. Rigged!,"['dominion', 'be', 'run', 'our', 'election', '.', 'rig', '!']"
23,53,1.3290647871421727e+18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",False,False,141951,33060,2020-11-18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more!","['this', 'be', 'a', 'rig', 'election', '.', 'no', 'republican', 'poll', 'watchers', 'allow', ',', 'voting', 'machine', '""', 'glitch', '""', 'all', 'over', 'the', 'place', '(', 'mean', 'they', 'get', 'catch', 'cheating', '!', ')', ',', 'vote', 'after', 'election', 'end', ',', 'and', 'so', 'much', 'more', '!']"
27,63,1.3465787064379638e+18,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,328137,82574,2021-01-05,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","['washington', 'be', 'be', 'inundate', 'with', 'people', 'who', 'do', 'not', 'want', 'to', 'see', 'an', 'election', 'victory', 'steal', 'by', 'emboldened', 'radical', 'left', 'democrats', '.', 'our', 'country', 'have', 'have', 'enough', ',', 'they', 'will', 'not', 'take', 'it', 'anymore', '!', 'we', 'hear', 'you', '(', 'and', 'love', 'you', ')', 'from', 'the', 'oval', 'office', '.', 'make', 'america', 'great', 'again', '!']"
28,64,1.3295214295750492e+18,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,False,False,115529,25660,2020-11-19,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!,"['nolte', ':', 'top', 'pollster', 'find', '47', '%', 'say', ""'"", 'likely', ""'"", 'democrats', 'steal', 'election', 'via', 'rigged', 'election', '!']"
30,67,1.3465803187452068e+18,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,210988,55852,2021-01-05,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","['i', 'hope', 'the', 'democrats', ',', 'and', 'even', 'more', 'importantly', ',', 'the', 'weak', 'and', 'ineffective', 'rino', 'section', 'of', 'the', 'republican', 'party', ',', 'be', 'look', 'at', 'the', 'thousand', 'of', 'people', 'pour', 'into', 'd.c.', 'they', 'will', 'not', 'stand', 'for', 'a', 'landslide', 'election', 'victory', 'to', 'be', 'steal', '.']"
31,68,1.329478149609042e+18,"Lawyers now on @newsmax, @OANN & maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",False,False,300663,60309,2020-11-19,"Lawyers now on , & maybe . An open and shut case of voter fraud. Massive numbers!","['lawyer', 'now', 'on', ',', '&', 'maybe', '.', 'an', 'open', 'and', 'shut', 'case', 'of', 'voter', 'fraud', '.', 'massive', 'number', '!']"
32,70,1.3294056827062477e+18,"Voter Fraud in Detroit is rampant, and has been for many years!",False,False,300049,50116,2020-11-19,"Voter Fraud in Detroit is rant, and has been for many years!","['voter', 'fraud', 'in', 'detroit', 'be', 'rant', ',', 'and', 'have', 'be', 'for', 'many', 'year', '!']"
35,74,1.329459995893764e+18,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",False,False,249157,58056,2020-11-19,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”","['""', 'evidence', 'of', 'voter', 'fraud', 'continue', 'to', 'grow', ',', 'include', '20,000', 'dead', 'people', 'on', 'the', 'pennsylvania', 'voter', 'roll', 'and', 'many', 'thousand', 'all', 'over', 'the', 'country', '.', 'now', ',', 'there', 'have', 'be', 'an', 'artificial', 'number', 'of', 'vote', 'in', 'favor', 'of', 'joe', 'biden', '.', '""']"
42,86,1.3320622590787215e+18,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",False,False,145048,31529,2020-11-26,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand!","['a', 'total', 'fraud', '.', 'statehouse', 'republicans', ',', 'proud', ',', 'strong', 'and', 'honest', ',', 'will', 'never', 'let', 'this', 'travesty', 'stand', '!']"
55,112,1.3468080756264264e+18,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval.  All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!",False,False,251729,62503,2021-01-06,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval. All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!","['state', 'want', 'to', 'correct', 'their', 'vote', ',', 'which', 'they', 'now', 'know', 'be', 'base', 'on', 'irregularity', 'and', 'fraud', ',', 'plus', 'corrupt', 'process', 'never', 'receive', 'legislative', 'approval', '.', 'all', 'mike', 'pence', 'have', 'to', 'do', 'be', 'send', 'they', 'back', 'to', 'the', 'states', ',', 'and', 'we', 'win', '.', 'do', 'it', 'mike', ',', 'this', 'be', 'a', 'time', 'for', 'extreme', 'courage', '!']"
57,115,1.3263264967603036e+18,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,False,19076,5644,2020-11-11,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","['""', 'i', 'do', 'not', 'care', 'what', 'state', 'your', 'in', ',', 'this', 'computer', 'voting', 'system', 'be', 'wide', 'open', 'to', 'fraud', 'and', 'intervention', '.', '""', 'true', ',', 'and', 'wait', 'until', 'you', 'see', 'what', '’s', 'come', '!']"
60,118,1.3263275820742203e+18,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,False,400607,79747,2020-11-11,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","['""', 'i', 'do', 'not', 'care', 'what', 'state', 'you', '’re', 'in', ',', 'this', 'computer', 'voting', 'system', 'be', 'wide', 'open', 'to', 'fraud', 'and', 'intervention', '.', '""', 'true', ',', 'and', 'wait', 'until', 'you', 'see', 'what', '’s', 'come', '!']"
61,119,1.332317394165969e+18,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",False,False,277136,73437,2020-11-27,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!","['wow', '!', 'twitter', 'ban', 'highly', 'respected', 'pennsylvania', 'state', 'senator', 'doug', 'mastriano', 'after', 'he', 'do', 'a', 'great', 'job', 'of', 'lead', 'a', 'hearing', 'on', 'the', '2020', 'election', 'fraud', '.', 'they', 'and', 'the', 'fake', 'news', ',', 'work', 'together', ',', 'want', 'to', 'silence', 'the', 'truth', '.', 'can', 'not', 'let', 'that', 'happen', '.', 'this', 'be', 'what', 'communist', 'country', 'do', '!']"
65,123,1.346822610957562e+18,The States want to redo their votes. They found out they voted on a FRAUD. Legislatures never approved. Let them do it. BE STRONG!,False,False,303347,69832,2021-01-06,The States want to redo their votes. They found out they voted on a FRAUD. Legislatures never approved. Let them do it. BE STRONG!,"['the', 'states', 'want', 'to', 'redo', 'their', 'vote', '.', 'they', 'find', 'out', 'they', 'vote', 'on', 'a', 'fraud', '.', 'legislature', 'never', 'approve', '.', 'let', 'they', 'do', 'it', '.', 'be', 'strong', '!']"
68,127,1.3297848122578903e+18,Giuliani: The Case for Election Fraud Being Made By Americans https://t.co/yNfaKqYzCO via @BreitbartNews,False,False,158823,38601,2020-11-20,Giuliani: The Case for Election Fraud Being Made By Americans via,"['giuliani', ':', 'the', 'case', 'for', 'election', 'fraud', 'be', 'make', 'by', 'americans', 'via']"
70,129,1.3468451097368453e+18,These scoundrels are only toying with the @sendavidperdue (a great guy) vote. Just didn’t want to announce quite yet. They’ve got as many ballots as are necessary. Rigged Election!,False,False,246426,56883,2021-01-06,These scoundrels are only toying with the (a great guy) vote. Just didn’t want to announce quite yet. They’ve got as many ballots as are necessary. Rigged Election!,"['these', 'scoundrel', 'be', 'only', 'toy', 'with', 'the', '(', 'a', 'great', 'guy', ')', 'vote', '.', 'just', 'do', 'not', 'want', 'to', 'announce', 'quite', 'yet', '.', 'they', '’ve', 'get', 'as', 'many', 'ballot', 'as', 'be', 'necessary', '.', 'rig', 'election', '!']"
73,135,1.3292951028340572e+18,“Statistical sampling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.  @RandPaul  @OANN,False,False,231091,48072,2020-11-19,“Statistical sling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.,"['""', 'statistical', 'sling', 'to', 'prove', 'widespread', 'voter', 'fraud', '...', 'multiple', 'account', 'of', 'fraud', 'and', 'voting', 'irregularity', 'may', 'overturn', 'election”', '...', 'call', 'for', 'paper', 'ballot', '.']"
76,142,1.3298717757071073e+18,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...",False,False,271514,59478,2020-11-20,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...","['the', 'governor', 'of', 'georgia', ',', 'and', 'secretary', 'of', 'state', ',', 'refuse', 'to', 'let', 'we', 'look', 'at', 'signature', 'which', 'would', 'expose', 'hundred', 'of', 'thousand', 'of', 'illegal', 'ballot', ',', 'and', 'give', 'the', 'republican', 'party', 'and', 'i', ',', 'david', 'perdue', ',', 'and', 'perhaps', 'kelly', 'loeffler', ',', 'a', 'big', 'victory', '...']"
77,150,1.3263489765311365e+18,I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,False,False,126956,32838,2020-11-11,I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,"['i', 'be', 'in', 'philadelphia', 'watching', 'fraud', 'happen', '.', 'here', '’', 'how', 'it', 'go', 'down', 'they', 'shut', 'out', 'our', 'poll', 'watchers', 'and', 'observers', '.', 'those', 'hundred', 'of', 'thousand', 'of', 'vote', 'should', 'not', 'be', 'allow', '.', 'corrupt', 'politic', '.']"
84,166,1.3288523527874847e+18,"The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, Poll Watchers not allowed into polling locations, “glitches” in the voting machines which changed...",False,False,229328,51276,2020-11-18,"The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, Poll Watchers not allowed into polling locations, “glitches” in the voting machines which changed...","['the', 'recent', 'statement', 'by', 'chris', 'krebs', 'on', 'the', 'security', 'of', 'the', '2020', 'election', 'be', 'highly', 'inaccurate', ',', 'in', 'that', 'there', 'be', 'massive', 'impropriety', 'and', 'fraud', '-', 'include', 'dead', 'people', 'vote', ',', 'poll', 'watchers', 'not', 'allow', 'into', 'polling', 'location', ',', '""', 'glitch', '""', 'in', 'the', 'voting', 'machine', 'which', 'change', '...']"
99,191,1.3301372676801864e+18,"This is true, but much different than reported by the media. We will show massive and unprecedented fraud! https://t.co/E1gZiqc7EP",False,False,142844,31992,2020-11-21,"This is true, but much different than reported by the media. We will show massive and unprecedented fraud!","['this', 'be', 'true', ',', 'but', 'much', 'different', 'than', 'report', 'by', 'the', 'medium', '.', 'we', 'will', 'show', 'massive', 'and', 'unprecedented', 'fraud', '!']"
100,192,1.3323525388557476e+18,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",False,False,386189,91739,2020-11-27,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s got a big unsolvable problem!","['biden', 'can', 'only', 'enter', 'the', 'white', 'house', 'as', 'president', 'if', 'he', 'can', 'prove', 'that', 'his', 'ridiculous', '""', '80,000,000', 'vote', '""', 'be', 'not', 'fraudulently', 'or', 'illegally', 'obtain', '.', 'when', 'you', 'see', 'what', 'happen', 'in', 'detroit', ',', 'atlanta', ',', 'philadelphia', '&', 'milwaukee', ',', 'massive', 'voter', 'fraud', ',', 'he', '’s', 'get', 'a', 'big', 'unsolvable', 'problem', '!']"
101,193,1.330137741078696e+18,Massive voter fraud will be shown! https://t.co/F0iGNXtXZP,False,False,156440,34125,2020-11-21,Massive voter fraud will be shown!,"['massive', 'voter', 'fraud', 'will', 'be', 'show', '!']"
102,194,1.3265190255522652e+18,"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - & we are now preparing to win the state. Many such “deplorable” instances!",False,False,298631,62691,2020-11-11,"The Fake Pollsters at / produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - & we are now preparing to win the state. Many such “deplorable” instances!","['the', 'fake', 'pollsters', 'at', '/', 'produce', 'a', 'possibly', 'illegal', 'suppression', 'poll', 'just', 'before', 'the', 'election', 'show', 'i', 'down', '17', 'point', 'in', 'wisconsin', 'when', ',', 'in', 'fact', ',', 'on', 'election', 'day', ',', 'the', 'race', 'be', 'even', '-', '&', 'we', 'be', 'now', 'prepare', 'to', 'win', 'the', 'state', '.', 'many', 'such', '""', 'deplorable', '""', 'instance', '!']"
103,197,1.3324077143041106e+18,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",False,False,258923,57003,2020-11-27,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!","['biden', 'do', 'poorly', 'in', 'big', 'city', '(', 'politico', ')', ',', 'except', 'those', 'of', 'detroit', '(', 'more', 'vote', 'than', 'people', '!', ')', ',', 'philadelphia', ',', 'atlanta', 'and', 'milwaukee', ',', 'which', 'he', 'have', 'to', 'win', '.', 'not', 'surprisingly', ',', 'they', 'be', 'all', 'locate', 'in', 'the', 'most', 'important', 'swing', 'state', ',', 'and', 'be', 'long', 'know', 'for', 'be', 'politically', 'corrupt', '!']"
106,206,1.330148622898516e+18,Big voter fraud information coming out concerning Georgia. Stay tuned!,False,False,459400,78776,2020-11-21,Big voter fraud information coming out concerning Georgia. Stay tuned!,"['big', 'voter', 'fraud', 'information', 'come', 'out', 'concern', 'georgia', '.', 'stay', 'tune', '!']"
111,217,1.3302482686563574e+18,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia https://t.co/vUG1bqG9yg via  BreitbartNews  Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,False,False,150945,35275,2020-11-21,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia via BreitbartNews Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,"['watch', ':', 'hundred', 'of', 'activists', 'gather', 'for', ""'"", 'stop', 'the', 'steal', ""'"", 'rally', 'in', 'georgia', 'via', 'breitbartnews', 'big', 'rally', 'all', 'over', 'the', 'country', '.', 'the', 'proof', 'pour', 'in', 'be', 'undeniable', '.', 'many', 'more', 'vote', 'than', 'need', '.', 'this', 'be', 'a', 'landslide', '!']"
115,222,1.3327763101968837e+18,"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!",False,False,275956,60749,2020-11-28,"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!","['the', 'wisconsin', 'recount', 'be', 'not', 'about', 'find', 'mistake', 'in', 'the', 'count', ',', 'it', 'be', 'about', 'find', 'people', 'who', 'have', 'vote', 'illegally', ',', 'and', 'that', 'case', 'will', 'be', 'bring', 'after', 'the', 'recount', 'be', 'over', ',', 'on', 'monday', 'or', 'tuesday', '.', 'we', 'have', 'find', 'many', 'illegal', 'vote', '.', 'stay', 'tune', '!']"
117,225,1.33278871681801e+18,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",False,False,350717,69239,2020-11-28,"The number of ballots that our Caign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!","['the', 'number', 'of', 'ballot', 'that', 'our', 'caign', 'be', 'challenge', 'in', 'the', 'pennsylvania', 'case', 'be', 'far', 'large', 'than', 'the', '81,000', 'vote', 'margin', '.', 'it', '’', 'not', 'even', 'close', '.', 'fraud', 'and', 'illegality', 'be', 'a', 'big', 'part', 'of', 'the', 'case', '.', 'document', 'be', 'complete', '.', 'we', 'will', 'appeal', '!']"
120,237,1.3302883026630697e+18,The Media is just as corrupt as the Election itself!,False,False,608392,94396,2020-11-21,The Media is just as corrupt as the Election itself!,"['the', 'media', 'be', 'just', 'as', 'corrupt', 'as', 'the', 'election', 'itself', '!']"
126,278,1.333207778643628e+18,"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, & certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!",False,False,277880,61001,2020-11-30,"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, & certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!","['we', 'have', 'some', 'big', 'thing', 'happen', 'in', 'our', 'various', 'litigation', 'on', 'the', 'election', 'hoax', '.', 'everybody', 'know', 'it', 'be', 'rig', '.', 'they', 'know', 'biden', 'do', 'not', 'get', 'more', 'vote', 'from', 'the', 'black', 'community', 'than', 'obama', ',', '&', 'certainly', 'do', 'not', 'get', '80,000,000', 'vote', '.', 'look', 'what', 'happen', 'in', 'detroit', ',', 'philadelphia', ',', 'plus', '!']"
131,298,1.333243285389914e+18,"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",False,False,268984,60703,2020-11-30,"“Democrats suffered crushing down-ballot loss across America.” . This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!","['""', 'democrats', 'suffer', 'crush', 'down', '-', 'ballot', 'loss', 'across', 'america', '.', '""', '.', 'this', 'be', 'true', '.', 'all', 'statehouse', 'win', ',', 'and', 'in', 'washington', 'we', 'do', 'great', '.', 'so', 'i', 'lead', 'this', 'great', 'charge', ',', 'and', 'i', '’m', 'the', 'only', 'one', 'that', 'lose', '?', 'no', ',', 'it', 'do', 'not', 'work', 'that', 'way', '.', 'this', 'be', 'a', 'massive', 'fraud', ',', 'a', 'rigged', 'election', '!']"
140,318,1.3334104181198643e+18,"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",False,False,194596,46674,2020-11-30,"Why won’t Governor , the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....","['why', 'will', 'not', 'governor', ',', 'the', 'hapless', 'governor', 'of', 'georgia', ',', 'use', 'his', 'emergency', 'power', ',', 'which', 'can', 'be', 'easily', 'do', ',', 'to', 'overrule', 'his', 'obstinate', 'secretary', 'of', 'state', ',', 'and', 'do', 'a', 'match', 'of', 'signature', 'on', 'envelope', '.', 'it', 'will', 'be', 'a', '""', 'goldmine', '""', 'of', 'fraud', ',', 'and', 'we', 'will', 'easily', 'win', 'the', 'state', '....']"
