,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
415,415,1.3314042881496433e+18,"Should President Trump concede to Biden? Poll Results: No: 190,593  (98.9%) Yes: 2,181  (1.1%) Total Votes: 192,774. @gregkellyusa @newsmax For the good of our Country we must prevail!",False,False,344113,62587,2020-11-25,"should president trump concede to biden? poll results: no: 190,593 (98.9%) yes: 2,181 (1.1%) total votes: 192,774. for the good of our country we must prevail!"
422,422,1.3338758145852826e+18,Jesse Morgan—a truck driver (subcontractor) with USPS in PENNSYLVANIA...https://t.co/EFxXZnQCUS,False,False,148739,46972,2020-12-01,jesse morgan—a truck driver (subcontractor) with usps in pennsylvania...
428,428,1.3274135349013504e+18,"Georgia Secretary of State, a so-called Republican (RINO), won’t let the people checking the ballots see the signatures for fraud. Why? Without this the whole process is very unfair and close to meaningless. Everyone knows that we won the state. Where is @BrianKempGA?",False,False,245831,62861,2020-11-14,"georgia secretary of state, a so-called republican (rino), won’t let the people checking the ballots see the signatures for fraud. why? without this the whole process is very unfair and close to meaningless. everyone knows that we won the state. where is ?"
431,431,1.3274369636584694e+18,"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.” @PeteHegseth @seanhannity",False,False,250108,50353,2020-11-14,"“the worst thing you can do is bet against donald trump, considering what has been done against him. they flooded the zone with mail-in ballots. we need every vote counted, and ferociously.”"
432,432,1.3274384875372462e+18,Wow. This is exactly what happened to us. Great courage by judge! https://t.co/p86FXdcBl2,False,False,164771,39429,2020-11-14,wow. this is exactly what happened to us. great courage by judge!
440,440,1.3339228078692844e+18,.@RealDrGina — Good luck on your new show tonight on @RealAmVoice at 7:00 P.M. Eastern. I know it will be a big hit! https://t.co/3g5fDYX6TR,False,False,73977,14134,2020-12-01,. — good luck on your new show tonight on at 7:00 p.m. eastern. i know it will be a big hit!
443,443,1.333965375839621e+18,".....Therefore, if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!",False,False,194591,40188,2020-12-02,".....therefore, if the very dangerous & unfair section 230 is not completely terminated as part of the national defense authorization act (ndaa), i will be forced to unequivocally veto the bill when sent to the very beautiful resolute desk. take back america now. thank you!"
444,444,1.3339653751936246e+18,"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security & Election Integrity. Our Country can never be safe & secure if we allow it to stand.....",False,False,246723,57515,2020-12-02,"section 230, which is a liability shielding gift from the u.s. to “big tech” (the only companies in america that have it - corporate welfare!), is a serious threat to our national security & election integrity. our country can never be safe & secure if we allow it to stand....."
449,449,1.3339692044128666e+18,Suppression Media! https://t.co/zYlVKeb7oK,False,False,120075,33229,2020-12-02,suppression media!
451,451,1.3339759915181875e+18,Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and @BrianKempGA afraid of. They know what we’ll find!!! https://t.co/Km7tRm2s1A,False,False,105084,26701,2020-12-02,rigged election. show signatures and envelopes. expose the massive voter fraud in georgia. what is secretary of state and afraid of. they know what we’ll find!!!
453,453,1.327481814013907e+18,"Top US Pollster and Statistician Richard Baris — People's Pundit — SUSPENDED from Twitter for Reporting on Disputed Election — Political 'WrongThink' Not Allowed https://t.co/uHBZnJJn1I via Said 10,000 DEAD PEOPLE VOTED IN MICHIGAN. When will this RIGGED ELECTION be overturned!",False,False,135655,41780,2020-11-14,"top us pollster and statistician richard baris — people's pundit — suspended from twitter for reporting on disputed election — political 'wrongthink' not allowed via said 10,000 dead people voted in michigan. when will this rigged election be overturned!"
454,454,1.3339792117453414e+18,Pardon investigation is Fake News!,False,False,287757,44672,2020-12-02,pardon investigation is fake news!
455,455,1.3316220912721633e+18,"Marc Morano, https://t.co/Cr5nLeebPy  “Perhaps President Trump’s greatest accomplishment is United States Energy Dominance.”",False,False,81119,18085,2020-11-25,"marc morano, “perhaps president trump’s greatest accomplishment is united states energy dominance.”"
457,457,1.3274820200086938e+18,HIGHLY RATED! https://t.co/XTW9HNWltU,False,False,190219,40837,2020-11-14,highly rated!
459,459,1.3339861421574963e+18,The Fake News refuses to report this! https://t.co/OvsdLJQL4u,False,False,109856,30154,2020-12-02,the fake news refuses to report this!
462,462,1.331624798372438e+18,But 2020 is a long way from over! https://t.co/usdkMvGMhK,False,False,187699,32040,2020-11-25,but 2020 is a long way from over!
463,463,1.3274934946052956e+18,"Republican Burgess Owens Defeats Democrat Rep. Ben McAdams in Utah https://t.co/H9NlPQj5yb via @BreitbartNews Great going Burgess, you continue to be a STAR!",False,False,178936,33734,2020-11-14,"republican burgess owens defeats democrat rep. ben mcadams in utah via great going burgess, you continue to be a star!"
464,464,1.3316538049122427e+18,"The “losers & suckers” statement on dead military heroes has been proven to be a total fabrication and lie. IT WAS NEVER MADE! The “anonymous” fabricator, who is a major sleaze, went forward with the lie despite 25 strong witnesses to the contrary. Welcome to the roaring 20’s!",False,False,248480,45551,2020-11-25,"the “losers & suckers” statement on dead military heroes has been proven to be a total fabrication and lie. it was never made! the “anonymous” fabricator, who is a major sleaze, went forward with the lie despite 25 strong witnesses to the contrary. welcome to the roaring 20’s!"
465,465,1.3316551544924488e+18,RIGGED ELECTION!,False,False,479950,78435,2020-11-25,rigged election!
466,466,1.327619654592893e+18,"....What are they trying to hide. They know, and so does everyone else. EXPOSE THE CRIME!",False,False,200153,41585,2020-11-14,"....what are they trying to hide. they know, and so does everyone else. expose the crime!"
467,467,1.3316717883387535e+18,Rudy Giuliani is right now on @OANN!,False,False,216704,28554,2020-11-25,rudy giuliani is right now on !
483,483,1.3276196530201108e+18,"The Consent Decree signed by the Georgia Secretary of State, with the approval of Governor @BrianKempGA, at the urging of @staceyabrams, makes it impossible to check & match signatures on ballots and envelopes, etc. They knew they were going to cheat. Must expose real signatures!",False,False,252910,63921,2020-11-14,"the consent decree signed by the georgia secretary of state, with the approval of governor , at the urging of , makes it impossible to check & match signatures on ballots and envelopes, etc. they knew they were going to cheat. must expose real signatures!"
488,488,1.331684437705302e+18,I will be speaking before a very important Pennsylvania State Senate hearing which is in process now. Talking about the massive voter fraud which took place in the 2020 Election!,False,False,260124,48897,2020-11-25,i will be speaking before a very important pennsylvania state senate hearing which is in process now. talking about the massive voter fraud which took place in the 2020 election!
493,493,1.3276331648236175e+18,Congress must now do a Covid Relief Bill. Needs Democrats support. Make it big and focused. Get it done!,False,False,316053,47863,2020-11-14,congress must now do a covid relief bill. needs democrats support. make it big and focused. get it done!
499,499,1.3341552859094098e+18,Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!,False,False,229617,50234,2020-12-02,big voter fraud hearings today in the great state of michigan. this election is a far bigger scandal (fraud!) than anyone would have thought - not even close. watch today!
500,500,1.3317062552122286e+18,"It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to @GenFlynn and his wonderful family, I know you will now have a truly fantastic Thanksgiving!",False,False,473525,96702,2020-11-25,"it is my great honor to announce that general michael t. flynn has been granted a full pardon. congratulations to and his wonderful family, i know you will now have a truly fantastic thanksgiving!"
501,501,1.3276385038832353e+18,"....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New York delay. Many lives to be saved, but we are ready when they are. Stop playing politics!",False,False,129507,24219,2020-11-14,"....we cannot waste time and can only give to those states that will use the vaccine immediately. therefore the new york delay. many lives to be saved, but we are ready when they are. stop playing politics!"
