,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
90,1.3320650101352817e+18,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",False,False,114106,21303,2020-11-26,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!!","Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!!","['will', 'go', 'down', 'much', 'far', '.', 'weekend', 'daytime', 'even', 'bad', ',', 'dead', '.', 'they', 'still', 'do', 'not', 'get', 'it', '.', 'fantastic', 'alternative', '!', 'the', 'late', '/', 'great', 'roger', 'ailes', 'be', 'seriously', 'miss', ',', 'but', 'i', 'still', 'win', 'legal', 'vote', 'by', 'a', 'lot', '!', '!', '!']"
91,1.3261941431320822e+18,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,349531,69352,2020-11-10,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","['republican', ',', 'do', 'not', 'let', 'andrew', 'mccabe', 'continue', 'to', 'get', 'away', 'with', 'totally', 'criminal', 'activity', '.', 'what', 'he', 'do', 'should', 'never', 'be', 'allow', 'to', 'happen', 'to', 'our', 'country', 'again', '.', 'fight', 'for', 'justice', '!']"
92,1.3466850238612726e+18,Just happened to have found another 4000 ballots from Fulton County. Here we go!,False,False,306738,69530,2021-01-06,Just happened to have found another 4000 ballots from Fulton County. Here we go!,Just happened to have found another 4000 ballots from Fulton County. Here we go!,"['just', 'happen', 'to', 'have', 'find', 'another', '4000', 'ballot', 'from', 'fulton', 'county', '.', 'here', 'we', 'go', '!']"
97,1.3262115079826596e+18,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,False,False,402963,56782,2020-11-10,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,"['pennsylvania', 'party', 'leadership', 'vote', 'be', 'this', 'week', '.', 'i', 'hope', 'they', 'pick', 'very', 'tough', 'and', 'smart', 'fighter', '.', 'we', 'will', 'win', '!', '!']"
103,1.3263040910358815e+18,Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,False,False,457163,91847,2020-11-10,Ballot Corruption will be exposed tonight at 9:00pmE on on !,Ballot Corruption will be exposed tonight at 9:00pmE on on !,"['ballot', 'corruption', 'will', 'be', 'expose', 'tonight', 'at', '9:00pme', 'on', 'on', '!']"
104,1.3321555143866e+18,"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",False,False,191085,52982,2020-11-27,"A must read. Impossible for Biden to have overcome these, and even greater, odds!","A must read. Impossible for Biden to have overcome these, and even greater, odds!","['a', 'must', 'read', '.', 'impossible', 'for', 'biden', 'to', 'have', 'overcome', 'these', ',', 'and', 'even', 'great', ',', 'odd', '!']"
106,1.3466982173045842e+18,"If Vice President @Mike_Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process  NOT approved by their State Legislatures (which it must be). Mike can send it back!",False,False,289835,66961,2021-01-06,"If Vice President  Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process NOT approved by their State Legislatures (which it must be). Mike can send it back!","If Vice President  Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process NOT approved by their State Legislatures (which it must be). Mike can send it back!","['if', 'vice', 'president', ' ', 'pence', 'come', 'through', 'for', 'we', ',', 'we', 'will', 'win', 'the', 'presidency', '.', 'many', 'states', 'want', 'to', 'decertify', 'the', 'mistake', 'they', 'make', 'in', 'certify', 'incorrect', '&', 'even', 'fraudulent', 'number', 'in', 'a', 'process', 'not', 'approve', 'by', 'their', 'state', 'legislatures', '(', 'which', 'it', 'must', 'be', ')', '.', 'mike', 'can', 'send', 'it', 'back', '!']"
108,1.3321697530042245e+18,"I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",False,False,274247,59077,2020-11-27,"I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","['i', 'give', 'a', 'long', 'news', 'conference', 'today', 'after', 'wish', 'the', 'military', 'a', 'happy', 'thanksgiving', ',', '&', 'realize', 'once', 'again', 'that', 'the', 'fake', 'news', 'media', 'coordinate', 'so', 'that', 'the', 'real', 'message', 'of', 'such', 'a', 'conference', 'never', 'get', 'out', '.', 'primary', 'point', 'make', 'be', 'that', 'the', '2020', 'election', 'be', 'rigged', ',', 'and', 'that', 'i', 'won', '!']"
109,1.346805405998076e+18,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,False,False,193930,36209,2021-01-06,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,"['sleepy', 'eyes', 'chuck', 'todd', 'be', 'so', 'happy', 'with', 'the', 'fake', 'voter', 'tabulation', 'process', 'that', 'he', 'can', 'not', 'even', 'get', 'the', 'word', 'out', 'straight', '.', 'sad', 'to', 'watch', '!']"
112,1.3468080756264264e+18,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval.  All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!",False,False,251729,62503,2021-01-06,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval. All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!","States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval. All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!","['state', 'want', 'to', 'correct', 'their', 'vote', ',', 'which', 'they', 'now', 'know', 'be', 'base', 'on', 'irregularity', 'and', 'fraud', ',', 'plus', 'corrupt', 'process', 'never', 'receive', 'legislative', 'approval', '.', 'all', 'mike', 'pence', 'have', 'to', 'do', 'be', 'send', 'they', 'back', 'to', 'the', 'states', ',', 'and', 'we', 'win', '.', 'do', 'it', 'mike', ',', 'this', 'be', 'a', 'time', 'for', 'extreme', 'courage', '!']"
113,1.3297804676635648e+18,We have great support on the Election Hoax! https://t.co/ChpkuZvc4s,False,False,157307,30860,2020-11-20,We have great support on the Election Hoax!,We have great support on the Election Hoax!,"['we', 'have', 'great', 'support', 'on', 'the', 'election', 'hoax', '!']"
115,1.3263264967603036e+18,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,True,19076,5644,2020-11-11,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","['""', 'i', 'do', 'not', 'care', 'what', 'state', 'your', 'in', ',', 'this', 'computer', 'voting', 'system', 'be', 'wide', 'open', 'to', 'fraud', 'and', 'intervention', '.', '""', 'true', ',', 'and', 'wait', 'until', 'you', 'see', 'what', '’s', 'come', '!']"
116,1.346809349214249e+18,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!",False,False,344390,66595,2021-01-06,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","['the', 'republican', 'party', 'and', ',', 'more', 'importantly', ',', 'our', 'country', ',', 'needs', 'the', 'presidency', 'more', 'than', 'ever', 'before', '-', 'the', 'power', 'of', 'the', 'veto', '.', 'stay', 'strong', '!']"
117,1.3468188552980726e+18,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",False,False,377295,92437,2021-01-06,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","['they', 'just', 'happen', 'to', 'find', '50,000', 'ballot', 'late', 'last', 'night', '.', 'the', 'usa', 'be', 'embarrass', 'by', 'fool', '.', 'our', 'election', 'process', 'be', 'bad', 'than', 'that', 'of', 'third', 'world', 'country', '!']"
118,1.3263275820742203e+18,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,False,400607,79747,2020-11-11,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!","['""', 'i', 'do', 'not', 'care', 'what', 'state', 'you', '’re', 'in', ',', 'this', 'computer', 'voting', 'system', 'be', 'wide', 'open', 'to', 'fraud', 'and', 'intervention', '.', '""', 'true', ',', 'and', 'wait', 'until', 'you', 'see', 'what', '’s', 'come', '!']"
119,1.332317394165969e+18,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",False,False,277136,73437,2020-11-27,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!","Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!","['wow', '!', 'twitter', 'ban', 'highly', 'respected', 'pennsylvania', 'state', 'senator', 'doug', 'mastriano', 'after', 'he', 'do', 'a', 'great', 'job', 'of', 'lead', 'a', 'hearing', 'on', 'the', '2020', 'election', 'fraud', '.', 'they', 'and', 'the', 'fake', 'news', ',', 'work', 'together', ',', 'want', 'to', 'silence', 'the', 'truth', '.', 'can', 'not', 'let', 'that', 'happen', '.', 'this', 'be', 'what', 'communist', 'country', 'do', '!']"
120,1.332317347722498e+18,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",False,False,253400,73075,2020-11-27,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES.","BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES.","['big', 'news', ':', 'pennsylvania', 'poll', 'watcher', ':', 'usb', 'drive', 'upload', 'to', 'machine', ',', 'give', 'biden', 'thousand', 'of', 'vote', '.', 'say', '47', 'usb', 'drive', 'be', 'now', 'miss', '.', 'every', 'upload', 'give', 'biden', '50,000', 'vote', '.']"
